AAM,dh
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@:6]1([H:7])[C:8]([H:9])[O:10][H:11]>>[O:1]=[C:2][C:3]([H:4])([H:5])/[C:6]([H:7])=[C:8](\[H:9])[O:10][H:11],-0.773077096059
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@@:6]1([H:7])[C:8]=[C:9]([H:10])[H:11]>>[O:1]=[C:2][C:3]([H:4])([H:5])[C:6]([H:7])=[C:8]=[C:9]([H:10])[H:11],-0.977358370959
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@@:6]1([H:7])[O:8][H:9]>>[O:1]=[C:2][C:3]([H:4])([H:5])[C:6]([H:7])[O:8][H:9],1.25758344242
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@:6]1([H:7])[C:8]([H:9])([H:10])[H:11]>>[O:1]=[C:2]([C:3]([H:4])[H:5])[C:6]([H:7])[C:8]([H:9])([H:10])[H:11],1.13167356405
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@@:6]1([H:7])[C:8][O:9][H:10]>>[O:1]=[C:2][C:3]([H:4])([H:5])/[C:6]([H:7])=[C:8]/[O:9][H:10],0.32153109255
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@:6]1([C:7]([H:8])[H:9])[C:10]([H:11])([H:12])[H:13]>>[O:1]=[C:2][C:3]([H:4])([H:5])[C:6](=[C:7]([H:8])[H:9])[C:10]([H:11])([H:12])[H:13],-0.965672391119
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@:6]1([H:7])[C:8]([H:9])[H:10]>>[O:1]=[C:2][C:3]([H:4])([H:5])[C:6]([H:7])=[C:8]([H:9])[H:10],-0.8178825562
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C:6]1([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[O:1]=[C:2]([C:3]([H:4])[H:5])[C:6]([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14],1.09757375414
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@@:6]1([O:7][H:8])[C:9]([H:10])[H:11]>>[O:1]([C:2](=[C:3]([H:4])[H:5])[C:6]([C:9]=[O:7])([H:10])[H:11])[H:8],-1.26622893606
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@:6]1([O:7][H:8])[C:9]([H:10])([H:11])[H:12]>>[O:1]=[C:2]([C:3]([H:4])[H:5])[C:6]([O:7][H:8])[C:9]([H:10])([H:11])[H:12],0.540738114219
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@@:6]1([O:7][H:8])[C:9]([H:10])[H:11]>>[O:1]=[C:2]([C:3]([H:4])[H:5])[C:6]([O:7][H:8])=[C:9]([H:10])[H:11],-1.28711138268
[O:1]=[C:2]1[C:3]([H:4])([H:5])[C@@:6]1([H:7])[C:8]([H:9])[C:10]([H:11])([H:12])[H:13]>>[O:1]=[C:2][C:3]([H:4])([H:5])/[C:6]([H:7])=[C:8](\[H:9])[C:10]([H:11])([H:12])[H:13],-0.733218082531
[H:1][C:2]1[C:3]2[C:4]([H:5])([H:6])[C@:7]12[C:8]([H:9])=[C:10]([H:11])[H:12]>>[H:1][C:2]=[C:7]([C:4]([C:3])([H:5])[H:6])[C:8]([H:9])=[C:10]([H:11])[H:12],3.93889266554
[H:1][C:2]1[C:3]2[C:4]([H:5])([H:6])[C@:7]12[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1]/[C:2]([C:3]=[C:4]([H:5])[H:6])=[C:7]\[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14],1.30406323354
[H:1][C:2]1[C:3]2[C:4]([H:5])([H:6])[C@:7]12[H:8]>>[H:1][C:2]#[C:3][C:4]([H:5])([H:6])[C:7][H:8],1.96408049218
[H:1][C:2]1[C:3]2[C:4]([H:5])([H:6])[C@:7]12[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][C:2]#[C:3][C:4]([H:5])([H:6])[C:7][C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14],1.73912236833
[H:1][C:2]1[C:3]2[C:4]([H:5])([H:6])[C@@:7]12[C:8]([H:9])([H:10])[H:11]>>[H:1][C:2]#[C:3][C:4]([H:5])([H:6])[C:7][C:8]([H:9])([H:10])[H:11],1.68754744369
[H:1][C:2]1[C:3]2[C:4]([H:5])([H:6])[C@:7]12[H:8]>>[H:1][C:2]=[C:7]([C:4]([C:3])([H:5])[H:6])[H:8],3.81685293568
[H:1][O:2][C:3]1=[C:4][O:5][C:6]([H:7])([H:8])[C:9]1([H:10])[H:11]>>[H:1][O:2][C:3]([C:4][O:5][C:6]([H:7])[H:8])=[C:9]([H:10])[H:11],1.60326605597
[H:1][O:2][C:3]1=[C:4][O:5][C:6]([H:7])([H:8])[C:9]1([H:10])[H:11]>>[H:1][O:2][C:3]#[C:4][O:5][C:6]([H:7])([H:8])[C:9]([H:10])[H:11],1.48912027062
[H:1][O:2][C:3]1=[C:4][O:5][C:6]([H:7])([H:8])[C:9]1([H:10])[H:11]>>[H:1][O:2][C:3](=[C:4])[C:9]([C:6]([O:5])([H:7])[H:8])([H:10])[H:11],3.0254299006400003
[H:1][O:2][C:3]1=[C:4][O:5][C:6]([H:7])([H:8])[C:9]1([H:10])[H:11]>>[H:1][O:2][C:3](=[C:4]=[O:5])[C:9]([C:6]([H:7])[H:8])([H:10])[H:11],-0.369190487661
[H:1][C:2]([H:3])([H:4])[C@@:5]1([H:6])[O:7][C:8][O:9][C:10]1([H:11])[H:12]>>[H:1][C:2]([H:3])[O:7][C:8][O:9][C:10]([C:5]([H:4])([H:6])[H:12])[H:11],3.61772457576
[H:1][C:2]([H:3])([H:4])[C@@:5]1([H:6])[O:7][C:8][O:9][C:10]1([H:11])[H:12]>>[H:1][C:2]([H:3])([H:4])[C@:5]([H:6])([O:7][C:8]=[O:9])[C:10]([H:11])[H:12],1.41389865004
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]=[C:9]1[C:10]([H:11])([H:12])[C:13]1([H:14])[H:15]>>[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]#[C:9][C:10]([H:11])([H:12])[C:13]([H:14])[H:15],-0.2737701747
[H:1][C:2]1[O:3][C:4]([H:5])=[C:6]([H:7])[C:8]=[C:9]1[H:10]>>[H:1][C:2][O:3]/[C:4]([H:5])=[C:6](\[H:7])[C:8]#[C:9][H:10],2.28335208097
[H:1][C:2]=[C:3]1[C:4]=[C:5]([H:6])[O:7][O:8]1>>[H:1][C:2]#[C:3][C:4][C:5]([H:6])[O:7][O:8],-0.557454897989
[H:1][C:2]1=[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11][O:12]1>>[H:1][C:2](=[C:3][H:4])[O:12][C:11][C:8]([C:5]([H:6])[H:7])([H:9])[H:10],4.20184901952
[H:1][C:2]1=[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11][O:12]1>>[H:1]/[C:2](=[C:3](/[H:4])[C:5]([H:6])[H:7])[O:12][C:11]=[C:8]([H:9])[H:10],1.13215620975
[H:1][C:2]1=[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11][O:12]1>>[H:1][C:2]=[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11][O:12],2.53808168034
[H:1][C:2]1=[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11][O:12]1>>[H:1]/[C:2](=[C:3](/[H:4])[C:5]([H:6])([H:7])[C:8]([H:9])[H:10])[O:12][C:11],2.94923737425
[H:1][C:2]([H:3])[C@@:4]1([H:5])[O:6][C:7]([H:8])([H:9])[C:10]([H:11])=[C:12]1[H:13]>>[H:1][C:2]([H:3])=[C:4]([H:5])/[C:12](=[C:10](/[C:7]([O:6])([H:8])[H:9])[H:11])[H:13],0.56139709109
[H:1][C:2]([H:3])[C@@:4]1([H:5])[O:6][C:7]([H:8])([H:9])[C:10]([H:11])=[C:12]1[H:13]>>[H:1][C:2]([H:3])=[C:4]([H:5])[O:6][C:7]([H:8])([H:9])[C:10]([H:11])=[C:12][H:13],1.43349941597
[H:1][C:2]([H:3])/[C:4]([H:5])=[C:6]1\[O:7][C:8][C:9]1([H:10])[H:11]>>[H:1][C:2]([H:3])=[C:4]([H:5])[C:6](=[O:7])[C:9]([C:8])([H:10])[H:11],0.79733329746
[O:1][C@:2]1([H:3])[C:4]([H:5])([H:6])[O:7][C:8]([H:9])([H:10])[C:11]1([H:12])[H:13]>>[O:1]=[C:2]([H:3])[C:11]([C:8]([O:7][C:4]([H:5])[H:6])([H:9])[H:10])([H:12])[H:13],0.1911759763099999
[O:1][C@:2]1([H:3])[C:4]([H:5])([H:6])[O:7][C:8]([H:9])([H:10])[C:11]1([H:12])[H:13]>>[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[O:7][C:8]([H:9])([H:10])[C:11]([H:12])[H:13],0.4666029548899999
[H:1][O:2][C:3]1=[C:4]([H:5])[C:6]([H:7])([H:8])[O:9]1>>[H:1][O:2][C:3]([C:4]([H:5])=[C:6]([H:7])[H:8])=[O:9],-1.64421332
[O:1]=[C:2][C:3]1=[C:4]([H:5])[C:6]([H:7])([H:8])[O:9]1>>[O:1]=[C:2]=[C:3][O:9][C:6]([C:4][H:5])([H:7])[H:8],3.82819870761
[H:1][O:2][C:3]1=[C:4]([H:5])[C:6]([H:7])([H:8])[O:9]1>>[H:1][O:2][C:3][O:9][C:6]([C:4][H:5])([H:7])[H:8],4.31301728
[H:1][O:2][C:3]1=[C:4]([H:5])[C:6]([H:7])([H:8])[O:9]1>>[H:1][O:2][C:3](=[C:4][H:5])[O:9][C:6]([H:7])[H:8],3.23870976011
[H:1][C:2][C:3]1=[C:4]([H:5])[C:6]([H:7])([H:8])[O:9]1>>[H:1][C:2]#[C:3][O:9][C:6]([C:4][H:5])([H:7])[H:8],1.32994165646
[H:1][O:2][C@@:3]1([H:4])[C:5]([H:6])[C:7]([H:8])=[C:9]1[C:10]([H:11])([H:12])[H:13]>>[H:1][O:2]/[C:3]([H:4])=[C:9](\[C:7](=[C:5][H:6])[H:8])[C:10]([H:11])([H:12])[H:13],0.4724515148899999
[O:1][O:2][C@:3]1([H:4])[C:5]([H:6])[C:7]([H:8])=[C:9]1[H:10]>>[O:1][O:2]/[C:3]([H:4])=[C:5](\[H:6])[C:7]([H:8])=[C:9][H:10],0.58004141564
[H:1][O:2][C@@:3]1([H:4])[C:5]([H:6])[C:7]([H:8])=[C:9]1[C:10]([H:11])([H:12])[H:13]>>[H:1][O:2]/[C:3]([H:4])=[C:5]([H:6])/[C:7]([H:8])=[C:9]/[C:10]([H:11])([H:12])[H:13],0.34232850797
[C:1]=[C:2]1[O:3][C:4]([H:5])=[C:6]([H:7])[C:8]1([H:9])[H:10]>>[C:1]#[C:2][O:3]/[C:4]([H:5])=[C:6](\[H:7])[C:8]([H:9])[H:10],1.60274746377
[H:1][O:2][C@:3]1([H:4])[C:5]=[C:6]([H:7])[C:8]=[C:9]1[H:10]>>[H:1][O:2][C@:3]([H:4])([C:5]#[C:6][H:7])[C:9](=[C:8])[H:10],0.5440558979010001
[H:1][C:2]=[C:3]1[O:4][C:5]([H:6])([H:7])[C:8]=[C:9]1[H:10]>>[H:1][C:2]#[C:3][O:4][C:5]([H:6])([H:7])[C:8]#[C:9][H:10],-0.90534784238
[O:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C@:8]1([H:9])[C:10][C:11]1([H:12])[H:13]>>[O:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[H:13],-2.90435335867
[H:1][C:2]=[C:3]([H:4])[C:5]([H:6])([H:7])[C@@:8]1([H:9])[C:10][C:11]1([H:12])[H:13]>>[H:1][C:2]=[C:3]([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[H:13],-2.87387833527
[O:1][C@:2]([H:3])([C:4]([H:5])([H:6])[H:7])[C@:8]1([H:9])[C:10][C:11]1([H:12])[H:13]>>[O:1][C@:2]([H:3])([C:4]([H:5])([H:6])[H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[H:13],-2.9107256599
[H:1][O:2][C@:3]([H:4])([C:5]([H:6])[H:7])[C@:8]1([H:9])[C:10][C:11]1([H:12])[H:13]>>[H:1][O:2][C@@:3]([H:4])([C:5]([H:6])[H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[H:13],-2.85829596649
[C:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C@@:8]1([H:9])[C:10][C:11]1([H:12])[H:13]>>[C:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[H:13],-2.89465890102
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C@:8]1([H:9])[C:10][C@@:11]1([H:12])[C:13]([H:14])([H:15])[H:16]>>[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[C:13]([H:14])([H:15])[H:16],-2.92740690685
[H:1][C:2]([H:3])=[C:4][C:5]([H:6])([H:7])[C@@:8]1([H:9])[C:10][C:11]1([H:12])[H:13]>>[H:1][C:2]([H:3])=[C:4][C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[H:13],-2.8790859571
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C@:8]1([H:9])[C:10][C:11]1([H:12])[H:13]>>[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[H:13],-2.8962255
[H:1][C:2]([H:3])[O:4][C:5]([H:6])([H:7])[C@:8]1([H:9])[C:10][C:11]1([H:12])[H:13]>>[H:1][C:2]([H:3])[O:4][C:5]([H:6])([H:7])[C:8]([H:9])=[C:10]=[C:11]([H:12])[H:13],-2.89300923166
[H:1][O:2][C:3]1([H:4])[C:5]([H:6])=[C:7]([H:8])[C:9]([H:10])=[C:11]1[H:12]>>[H:1][O:2][C:3]([H:4])([C:5]([H:6])=[C:7][H:8])[C:11](=[C:9][H:10])[H:12],4.66174867542
[H:1][C:2]1=[C:3][O:4][C:5]([H:6])([H:7])[O:8][C:9]1([H:10])[H:11]>>[H:1][C:2]#[C:3][O:4][C:5]([H:6])([H:7])[O:8][C:9]([H:10])[H:11],1.56046495045
[H:1][C:2]1=[C:3][O:4][C:5]([H:6])([H:7])[O:8][C:9]1([H:10])[H:11]>>[H:1]/[C:2](=[C:3]\[O:4][C:5]([H:6])[H:7])[C:9]([O:8])([H:10])[H:11],3.32546105042
[H:1][C:2]1=[C:3][O:4][C:5]([H:6])([H:7])[O:8][C:9]1([H:10])[H:11]>>[H:1][C:2](=[C:3]=[O:4])[C:9]([O:8][C:5]([H:6])[H:7])([H:10])[H:11],-0.259434226591
[H:1][C:2]1[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C@@:10]1([H:11])[C:12]([H:13])([H:14])[H:15]>>[H:1][C:2](=[O:3])[C@:10]([C:7]([C:4]([H:5])[H:6])([H:8])[H:9])([H:11])[C:12]([H:13])([H:14])[H:15],0.357017997751
[H:1][C:2]1[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C@@:10]1([H:11])[C:12]([H:13])([H:14])[H:15]>>[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])[C:12]([H:13])([H:14])[H:15],3.12892981139
[H:1][C:2]1[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][C:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])[H:12],3.2408623318400003
[H:1][C:2]1[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C@@:10]1([H:11])[C:12]([H:13])([H:14])[H:15]>>[H:1][C:2]([O:3]/[C:4]([H:5])=[C:7](\[H:8])[C:12]([H:13])([H:14])[H:15])([H:6])[C:10]([H:9])[H:11],1.13415849156
[H:1][C:2]1[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C@@:10]1([H:11])[C:12]([H:13])([H:14])[H:15]>>[H:1][C:2]([O:3][C:4]([H:5])[H:6])[C@@:10]([C:7]([H:8])[H:9])([H:11])[C:12]([H:13])([H:14])[H:15],3.37646313616
[H:1][C:2]1[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][C:2](=[O:3])[C:10]([C:7]([C:4]([H:5])[H:6])([H:8])[H:9])([H:11])[H:12],0.34935981246
[H:1][C:2]1[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][C:2][C:10]([C:7]([C:4]([O:3])([H:5])[H:6])([H:8])[H:9])([H:11])[H:12],4.55755088184
[H:1][C:2]1[O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][C:2]([O:3][C:4]([H:5])([H:6])[C:7]([H:8])[H:9])=[C:10]([H:11])[H:12],1.1498464512
[H:1][O:2][C@@:3]1([H:4])[O:5][C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]1[H:13]>>[H:1][O:2][C@:3]([H:4])([O:5][C:6]([H:7])[H:8])[C:12](=[C:9]([H:10])[H:11])[H:13],1.0448698180299998
[H:1][O:2][C@@:3]1([H:4])[O:5][C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]1[H:13]>>[H:1][O:2]/[C:3]([H:4])=[C:12](/[C:9]([C:6]([O:5])([H:7])[H:8])([H:10])[H:11])[H:13],1.09887519473
[H:1][C:2]([H:3])([H:4])[C:5]1[O:6][C:7][C:8]([H:9])([H:10])[C:11]1([H:12])[H:13]>>[H:1][C:2]([H:3])([H:4])[C:5][O:6][C:7][C:8]([H:9])([H:10])[C:11]([H:12])[H:13],4.07294801756
[H:1][C:2]([H:3])([H:4])[C:5]1[O:6][C:7][C:8]([H:9])([H:10])[C:11]1([H:12])[H:13]>>[H:1][C:2]([H:3])([H:4])[C:5][C:11]([C:8]([C:7]=[O:6])([H:9])[H:10])([H:12])[H:13],1.4486591919799998
[H:1][C:2]([H:3])([H:4])[C:5]1[O:6][C:7][C:8]([H:9])([H:10])[C:11]1([H:12])[H:13]>>[H:1][C:2]([H:3])([H:4])[C:5]([O:6][C:7]=[C:8]([H:9])[H:10])=[C:11]([H:12])[H:13],-0.269939554921
[H:1][C:2]1[O:3][C@:4]([H:5])([C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[C:13]1([H:14])[H:15]>>[H:1][C:2](=[O:3])[C:13]([C:10]([C:4]([H:5])[C:6]([H:7])([H:8])[H:9])([H:11])[H:12])([H:14])[H:15],0.3521607913400001
[H:1][C:2]1[O:3][C@:4]([H:5])([C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[C:13]1([H:14])[H:15]>>[H:1][C:2]([O:3][C@@:4]([H:5])([C:6]([H:7])([H:8])[H:9])[C:10]([H:11])[H:12])=[C:13]([H:14])[H:15],1.20824652258
[O:1]=[C:2]=[C:3]1[O:4][C:5]1=[C:6][H:7]>>[O:1]=[C:2]=[C:3][O:4][C:5]#[C:6][H:7],-0.3128282331199999
[C:1]=[C:2]1[C:3]([H:4])[C:5]([H:6])([H:7])[O:8][C:9]1([H:10])[H:11]>>[C:1]#[C:2][C:3]([H:4])[C:5]([H:6])([H:7])[O:8][C:9]([H:10])[H:11],1.4469745135699998
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[C:7]1[C:8]2[O:9][C@@:10]12[H:11]>>[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[C:7]#[C:8][O:9][C:10][H:11],1.09971962758
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[C:7]1[C:8]2[O:9][C@@:10]12[H:11]>>[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[C:7](=[C:8])[C:10](=[O:9])[H:11],-0.57488582598
[H:1][C:2][C:3]1=[C:4]([H:5])[O:6][C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][C:2]#[C:3][C:10]([C:7]([O:6][C:4][H:5])([H:8])[H:9])([H:11])[H:12],1.27223786492
[H:1][O:2][C:3]1=[C:4]([H:5])[O:6][C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][O:2][C:3](=[C:4][H:5])[C:10]([C:7]([O:6])([H:8])[H:9])([H:11])[H:12],3.93457863921
[H:1][O:2][C:3]1=[C:4]([H:5])[O:6][C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][O:2]/[C:3](=[C:4](/[H:5])[O:6][C:7]([H:8])[H:9])[C:10]([H:11])[H:12],2.38673137652
[H:1][O:2][C:3]1=[C:4]([H:5])[O:6][C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][O:2][C:3][C:10]([C:7]([O:6][C:4][H:5])([H:8])[H:9])([H:11])[H:12],4.83138309194
[H:1][O:2][C:3]1=[C:4]([H:5])[O:6][C:7]([H:8])([H:9])[C:10]1([H:11])[H:12]>>[H:1][O:2]/[C:3]=[C:4](\[H:5])[O:6][C:7]([H:8])([H:9])[C:10]([H:11])[H:12],4.0923744853900015
[H:1][C:2]1[O:3][C:4]([H:5])=[C:6]([C:7]([H:8])([H:9])[H:10])[C:11]1([H:12])[H:13]>>[H:1][C:2]([O:3][C:4][H:5])[C:11]([C:6][C:7]([H:8])([H:9])[H:10])([H:12])[H:13],6.3913060389
[H:1][C:2]1[O:3][C:4]([H:5])=[C:6]([C:7]([H:8])([H:9])[H:10])[C:11]1([H:12])[H:13]>>[H:1]/[C:2]([O:3][C:4]([H:5])=[C:6]([H:12])[H:13])=[C:11]\[C:7]([H:8])([H:9])[H:10],1.71696121475
