AAM,lograte
[O:1].[O:2]=[C:3]([H:4])[C:5](=[C:6]([H:7])[H:8])[C:9]([H:10])([H:11])[H:12]>>[O:1][H:4].[O:2]=[C:3][C:5](=[C:6]([H:7])[H:8])[C:9]([H:10])([H:11])[H:12],6.797817749720987
[H:1][C:2]=[C:3]([H:4])[H:5].[O:6]=[C:7]([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15]>>[H:1][C:2](=[C:3]([H:4])[H:5])[H:8].[O:6]=[C:7][C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15],5.402781374612088
[H:1].[H:2][C:3](=[C:4]([H:5])[C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[H:13]>>[H:1][C:3]([H:2])([C:4]([H:5])[C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[H:13],7.002319924249901
[H:1][C:2]([H:3])[H:4].[O:5]=[C:6]([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][C:2]([H:3])([H:4])[C:6]([O:5])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14],1.266592511451475
[H:1][C:2]#[C:3][C:4]([H:5])([H:6])[H:7].[H:8][C:9]([H:10])[H:11]>>[H:1][C:2]([C:9](=[C:3][C:4]([H:5])([H:6])[H:7])[H:8])([H:10])[H:11],3.7825827993079013
[H:1].[O:2]=[C:3]([H:4])[C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][H:4].[O:2]=[C:3][C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14],6.77769393976513
[H:1][C:2]([H:3])=[C:4]([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[H:12].[O:13][O:14][H:15]>>[H:1][C:2]([H:3])([C:4]([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[H:12])[O:13][O:14][H:15],2.88848728993279
[O:14][O:15][H:16].[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[H:13]>>[H:6][O:14][O:15][H:16].[O:1]=[C:2]([H:3])[C:4]([H:5])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[H:13],1.5294258481315275
[H:1][C:2]([H:3])[H:4].[H:5][O:6][C:7]([H:8])=[C:9]([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][C:2]([H:3])([H:4])[C:7]([O:6][H:5])([H:8])[C:9]([H:10])[C:11]([H:12])([H:13])[H:14],2.805011312057422
[H:1][C:2]([H:3])=[C:4]([H:5])[C:6]([H:7])([H:8])[H:9].[O:10]=[C:11][H:12]>>[H:1][C:2]([H:3])[C:4]([H:5])([C:6]([H:7])([H:8])[H:9])[C:11](=[O:10])[H:12],4.12421152849722
[H:1].[H:2][C:3]#[C:4][C:5]#[C:6][H:7]>>[H:1][C:5]([C:4]#[C:3][H:2])=[C:6][H:7],6.228482707497671
[H:16][O:17][C:18]([H:19])[H:20].[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15]>>[H:11][C:18]([O:17][H:16])([H:19])[H:20].[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])[C:12]([H:13])([H:14])[H:15],1.7104852027874304
[O:1]=[C:2]([H:3])[O:4][C:5]([H:6])([H:7])[H:8].[O:9][C:10]([H:11])([H:12])[H:13]>>[H:8][O:9][C:10]([H:11])([H:12])[H:13].[O:1]=[C:2]([H:3])[O:4][C:5]([H:6])[H:7],3.000213017135203
[O:1]=[C:2]([H:3])[H:4].[O:5][O:6][C:7](=[O:8])[C:9]([H:10])([H:11])[H:12]>>[H:4][O:5][O:6][C:7](=[O:8])[C:9]([H:10])([H:11])[H:12].[O:1]=[C:2][H:3],4.356337584367277
[H:12][O:13][O:14][C:15]([H:16])[H:17].[H:1][O:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])=[C:9]([H:10])[H:11]>>[H:1][O:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([C:9]([H:10])[H:11])[C:15]([O:14][O:13][H:12])([H:16])[H:17],2.4581915143765314
[H:1][C:2]#[C:3][C:4]([H:5])([H:6])[H:7].[O:8][H:9]>>[H:1][C:2]#[C:3][C:4]([H:5])[H:6].[H:7][O:8][H:9],6.207734565953193
[H:1][O:2][C:3]([H:4])([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15].[O:16][O:17][C:18]([H:19])([H:20])[H:21]>>[H:11][O:16][O:17][C:18]([H:19])([H:20])[H:21].[H:1][O:2][C:3]([H:4])([C:5]([H:6])([H:7])[H:8])[C:9]([H:10])[C:12]([H:13])([H:14])[H:15],0.6048410926385999
[H:1].[O:2]=[C:3]([H:4])[H:5]>>[H:1][H:5].[O:2]=[C:3][H:4],6.394131828248392
[H:1][C:2]([H:3])[H:4].[H:5][O:6][C:7]([H:8])=[C:9]([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][C:2]([H:3])([H:4])[C:9]([C:7]([O:6][H:5])[H:8])([H:10])[C:11]([H:12])([H:13])[H:14],2.842874203553501
[H:1][O:2][C:3]([C:4]([H:5])([H:6])[H:7])([C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15].[O:16]=[C:17][H:18]>>[H:1][C:17](=[O:16])[H:18].[O:2][C:3]([C:4]([H:5])([H:6])[H:7])([C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15],0.5981740977513891
[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[H:7].[O:8][O:9][C:10]([C:11]([H:12])([H:13])[H:14])([C:15]([H:16])([H:17])[H:18])[C:19]([H:20])([H:21])[H:22]>>[H:3][O:8][O:9][C:10]([C:11]([H:12])([H:13])[H:14])([C:15]([H:16])([H:17])[H:18])[C:19]([H:20])([H:21])[H:22].[O:1]=[C:2][C:4]([H:5])([H:6])[H:7],2.7632472690962646
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11].[O:12][O:13][C:14]([H:15])([H:16])[C:17]([H:18])([H:19])[C:20]([H:21])([H:22])[H:23]>>[H:1][C:2]([H:3])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11].[H:4][O:12][O:13][C:14]([H:15])([H:16])[C:17]([H:18])([H:19])[C:20]([H:21])([H:22])[H:23],0.30261618875977153
[O:1]=[C:2]([H:3])[O:4][C:5]([H:6])([H:7])[H:8].[O:9]=[C:10][H:11]>>[H:3][C:10](=[O:9])[H:11].[O:1]=[C:2][O:4][C:5]([H:6])([H:7])[H:8],2.214801382799545
[H:1].[H:2][C:3]#[C:4][C:5]([H:6])([H:7])[H:8]>>[H:1][H:8].[H:2][C:3]#[C:4][C:5]([H:6])[H:7],5.483377021728908
[H:1][C:2]([H:3])[H:4].[H:5][O:6][C:7]([H:8])=[C:9]([H:10])[C:11]([H:12])([H:13])[C:14]([H:15])([H:16])[H:17]>>[H:1][C:2]([H:3])([H:4])[H:13].[H:5][O:6][C:7]([H:8])=[C:9]([H:10])[C:11]([H:12])[C:14]([H:15])([H:16])[H:17],3.3515972245765338
[H:1][O:2][C:3]([H:4])([H:5])[H:6].[O:7][O:8][C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15]>>[H:1][O:2][C:3]([H:4])[H:5].[H:6][O:7][O:8][C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15],1.1975555877635207
[O:11][O:12][C:13]([H:14])([C:15]([H:16])([H:17])[H:18])[C:19]([H:20])([H:21])[H:22].[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[H:10]>>[H:3][O:11][O:12][C:13]([H:14])([C:15]([H:16])([H:17])[H:18])[C:19]([H:20])([H:21])[H:22].[O:1]=[C:2][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[H:10],2.5855237093325836
[H:1][O:2][O:3][H:4].[O:5][O:6][C:7]([H:8])([C:9]([H:10])([H:11])[H:12])[C:13]([H:14])([H:15])[C:16]([H:17])([H:18])[H:19]>>[H:1][O:5][O:6][C:7]([H:8])([C:9]([H:10])([H:11])[H:12])[C:13]([H:14])([H:15])[C:16]([H:17])([H:18])[H:19].[O:2][O:3][H:4],2.0545397074228746
[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15].[O:16]>>[H:1][O:16].[O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15],5.489684854211816
[O:1]=[C:2]([H:3])[O:4][C:5]([H:6])([H:7])[H:8].[O:9][C:10]([H:11])([H:12])[H:13]>>[H:3][O:9][C:10]([H:11])([H:12])[H:13].[O:1]=[C:2][O:4][C:5]([H:6])([H:7])[H:8],4.0308736674206305
[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15].[O:16][O:17][H:18]>>[H:15][O:16][O:17][H:18].[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])[H:14],1.0653023006674678
[O:14][O:15][H:16].[O:1]=[C:2]([C:3]([H:4])([H:5])[H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[H:13]>>[H:6][O:14][O:15][H:16].[O:1]=[C:2]([C:3]([H:4])[H:5])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[H:13],0.3153354359644896
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[H:7].[H:8][O:9][C:10]([H:11])([H:12])[C:13]([H:14])([C:15]([H:16])([H:17])[H:18])[C:19]([H:20])([H:21])[H:22]>>[H:1][C:2]([H:3])([C:4]([H:5])([H:6])[H:7])[H:22].[H:8][O:9][C:10]([H:11])([H:12])[C:13]([H:14])([C:15]([H:16])([H:17])[H:18])[C:19]([H:20])[H:21],1.0130723491329239
[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])=[C:8]([H:9])[H:10].[O:11][H:12]>>[H:1][O:2][C:3]([H:4])([H:5])[C:6]=[C:8]([H:9])[H:10].[H:7][O:11][H:12],5.735787012272085
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14].[O:15][O:16][C:17]([H:18])([H:19])[H:20]>>[H:14][O:15][O:16][C:17]([H:18])([H:19])[H:20].[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])[H:13],-0.02232515998988243
[H:1].[H:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16]>>[H:1][H:16].[H:2][O:3][C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[C:13]([H:14])[H:15],5.133753661081017
[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15].[O:16][O:17][C:18]([H:19])([H:20])[H:21]>>[H:1][O:2][C:3]([H:4])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15].[H:5][O:16][O:17][C:18]([H:19])([H:20])[H:21],1.454807670425866
[H:10][C:11]([H:12])[C:13]([H:14])([H:15])[H:16].[H:1][C:2]([H:3])=[C:4]([H:5])[C:6]([H:7])([H:8])[H:9]>>[H:1][C:2]([H:3])=[C:4]([H:5])[C:6]([H:7])[H:8].[H:9][C:11]([H:10])([H:12])[C:13]([H:14])([H:15])[H:16],3.0391976858185688
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[H:7].[H:8][O:9][C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[C:16]([H:17])([H:18])[C:19]([H:20])([H:21])[H:22]>>[H:1][C:2]([H:3])([C:4]([H:5])([H:6])[H:7])[H:18].[H:8][O:9][C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[C:16]([H:17])[C:19]([H:20])([H:21])[H:22],1.0736109154913935
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14].[O:15][H:16]>>[H:14][O:15][H:16].[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])[H:13],5.7775092208566985
[H:1].[H:2][O:3][C:4]([H:5])([C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16]>>[H:1][H:12].[H:2][O:3][C:4]([H:5])([C:6]([H:7])([H:8])[H:9])[C:10]([H:11])[C:13]([H:14])([H:15])[H:16],5.443154700681667
[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([H:8])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15].[O:16][O:17][H:18]>>[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])[C:9]([H:10])([H:11])[C:12]([H:13])([H:14])[H:15].[H:8][O:16][O:17][H:18],1.4554760946240903
[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[H:7].[O:8][O:9][C:10]([H:11])([H:12])[O:13][C:14]([H:15])([H:16])[H:17]>>[H:3][O:8][O:9][C:10]([H:11])([H:12])[O:13][C:14]([H:15])([H:16])[H:17].[O:1]=[C:2][C:4]([H:5])([H:6])[H:7],2.4817772386769525
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[H:8].[O:9][O:10][C:11]([C:12]([H:13])([H:14])[H:15])([C:16]([H:17])([H:18])[H:19])[C:20]([H:21])([H:22])[H:23]>>[H:1][C:2]([H:3])[C:5]([H:6])([H:7])[H:8].[H:4][O:9][O:10][C:11]([C:12]([H:13])([H:14])[H:15])([C:16]([H:17])([H:18])[H:19])[C:20]([H:21])([H:22])[H:23],0.5591337218557039
[H:1][C:2]([H:3])[H:4].[H:5][O:6][C:7](=[C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][C:2]([H:3])([H:4])[C:7]([O:6][H:5])([C:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14],1.668520459893734
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11].[O:12][O:13][H:14]>>[H:1][C:2]([H:3])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11].[H:4][O:12][O:13][H:14],1.4534318915779192
[O:1][O:2][C:3]([O:4][H:5])([C:6]([H:7])([H:8])[H:9])[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16]>>[O:1]([O:2][C:3]([O:4][H:5])([C:6]([H:7])[H:8])[C:10]([H:11])([H:12])[C:13]([H:14])([H:15])[H:16])[H:9],4.0667514489920045
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14].[O:15][O:16][C:17]([H:18])([C:19]([H:20])([H:21])[H:22])[C:23]([H:24])([H:25])[C:26]([H:27])([H:28])[H:29]>>[H:1][C:2]([H:3])([H:4])[C:5]([H:6])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14].[H:7][O:15][O:16][C:17]([H:18])([C:19]([H:20])([H:21])[H:22])[C:23]([H:24])([H:25])[C:26]([H:27])([H:28])[H:29],0.3385133799119195
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14].[O:15][O:16][C:17](=[O:18])[H:19]>>[H:1][C:2]([H:3])[C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14].[H:4][O:15][O:16][C:17](=[O:18])[H:19],2.175159586300928
[H:1][O:2][C:3]([H:4])([H:5])[C:6]([H:7])([C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15].[O:16]>>[H:1][O:16].[O:2][C:3]([H:4])([H:5])[C:6]([H:7])([C:8]([H:9])([H:10])[H:11])[C:12]([H:13])([H:14])[H:15],6.361360441553437
[O:14][O:15][C:16]([H:17])([H:18])[H:19].[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[H:13]>>[H:6][O:14][O:15][C:16]([H:17])([H:18])[H:19].[O:1]=[C:2]([H:3])[C:4]([H:5])[C:7]([H:8])([H:9])[C:10]([H:11])([H:12])[H:13],0.11241212689537607
[H:1].[O:2]=[C:3]([C:4]([H:5])([H:6])[H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][H:14].[O:2]=[C:3]([C:4]([H:5])([H:6])[H:7])[C:8]([H:9])([H:10])[C:11]([H:12])[H:13],4.95380242786493
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14].[O:15][H:16]>>[H:1][C:2]([H:3])[C:5]([H:6])([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14].[H:4][O:15][H:16],5.949071819638821
[H:13][C:14]([H:15])[H:16].[H:1][C:2](=[C:3]([H:4])[C:5]([H:6])([H:7])[H:8])[C:9]([H:10])([H:11])[H:12]>>[H:1][C:2](=[C:3]([H:4])[C:5]([H:6])[H:7])[C:9]([H:10])([H:11])[H:12].[H:8][C:14]([H:13])([H:15])[H:16],2.9891057333808337
[H:1][C:2]([H:3])[H:4].[O:5]=[C:6]([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14]>>[H:1][C:2]([H:3])([H:4])[C:6]([O:5])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14],2.367409035711561
[O:1]=[C:2]([H:3])[C:4]([H:5])([H:6])[H:7].[O:8][O:9][C:10](=[O:11])[C:12]([H:13])([H:14])[H:15]>>[H:3][O:8][O:9][C:10](=[O:11])[C:12]([H:13])([H:14])[H:15].[O:1]=[C:2][C:4]([H:5])([H:6])[H:7],4.2090449110923895
[H:1][C:2]([C:3]([H:4])([H:5])[H:6])[C:7]([H:8])([H:9])[H:10].[O:11]=[C:12]([H:13])[H:14]>>[H:1][C:2]([C:3]([H:4])([H:5])[H:6])([C:7]([H:8])([H:9])[H:10])[C:12]([O:11])([H:13])[H:14],3.1327916466814103
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[C:11]([H:12])([H:13])[H:14].[O:15][O:16][H:17]>>[H:10][O:15][O:16][H:17].[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])[C:11]([H:12])([H:13])[H:14],2.102759891635971
[H:1].[H:2][C:3]#[C:4][C:5]([H:6])=[C:7]([H:8])[H:9]>>[H:1][H:6].[H:2][C:3]#[C:4][C:5]=[C:7]([H:8])[H:9],5.1508317360273255
[H:1][C:2]([H:3])[C:4]([H:5])([H:6])[H:7].[O:8]=[C:9]([C:10]([H:11])([H:12])[H:13])[C:14]([H:15])([H:16])[C:17]([H:18])([H:19])[H:20]>>[H:1][C:2]([H:3])([C:4]([H:5])([H:6])[H:7])[H:20].[O:8]=[C:9]([C:10]([H:11])([H:12])[H:13])[C:14]([H:15])([H:16])[C:17]([H:18])[H:19],1.6643763207093305
[H:1][C:2]([H:3])([H:4])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11].[O:12][O:13][C:14](=[O:15])[H:16]>>[H:1][C:2]([H:3])[C:5]([H:6])([H:7])[C:8]([H:9])([H:10])[H:11].[H:4][O:12][O:13][C:14](=[O:15])[H:16],3.103877745482861
[H:1][O:2][C:3]([H:4])([H:5])[H:6].[O:7][O:8][C:9]([H:10])([C:11]([H:12])([H:13])[H:14])[C:15]([H:16])([H:17])[C:18]([H:19])([H:20])[H:21]>>[H:1][O:2][C:3]([H:4])[H:5].[H:6][O:7][O:8][C:9]([H:10])([C:11]([H:12])([H:13])[H:14])[C:15]([H:16])([H:17])[C:18]([H:19])([H:20])[H:21],0.8233418525714004
[H:1][O:2][C:3]([H:4])[C:5]([H:6])([H:7])[H:8]>>[H:1][C:3]([O:2])([H:4])[C:5]([H:6])([H:7])[H:8],4.835175592639664
